nohup: ignoring input
[1] order5big_0007: LINEAR (0.0s)  running={'LINEAR': 1}
[913] order5big_7303: THEOREM (72.3s)  running={'LINEAR': 535, 'SOLVED_FMB': 31, 'THEOREM': 344, 'HARD_NONLINEAR': 3}
[914] order5big_7311: LINEAR (0.0s)  running={'LINEAR': 536, 'SOLVED_FMB': 31, 'THEOREM': 344, 'HARD_NONLINEAR': 3}
[915] order5big_7319: THEOREM (62.1s)  running={'LINEAR': 536, 'SOLVED_FMB': 31, 'THEOREM': 345, 'HARD_NONLINEAR': 3}
[916] order5big_7327: LINEAR (0.0s)  running={'LINEAR': 537, 'SOLVED_FMB': 31, 'THEOREM': 345, 'HARD_NONLINEAR': 3}
[917] order5big_7335: LINEAR (0.0s)  running={'LINEAR': 538, 'SOLVED_FMB': 31, 'THEOREM': 345, 'HARD_NONLINEAR': 3}
[918] order5big_7343: THEOREM (60.6s)  running={'LINEAR': 538, 'SOLVED_FMB': 31, 'THEOREM': 346, 'HARD_NONLINEAR': 3}
[919] order5big_7351: THEOREM (60.2s)  running={'LINEAR': 538, 'SOLVED_FMB': 31, 'THEOREM': 347, 'HARD_NONLINEAR': 3}
[920] order5big_7359: LINEAR (0.0s)  running={'LINEAR': 539, 'SOLVED_FMB': 31, 'THEOREM': 347, 'HARD_NONLINEAR': 3}
[921] order5big_7367: THEOREM (60.3s)  running={'LINEAR': 539, 'SOLVED_FMB': 31, 'THEOREM': 348, 'HARD_NONLINEAR': 3}
[922] order5big_7375: THEOREM (60.8s)  running={'LINEAR': 539, 'SOLVED_FMB': 31, 'THEOREM': 349, 'HARD_NONLINEAR': 3}
[923] order5big_7383: SOLVED_FMB (0.3s)  running={'LINEAR': 539, 'SOLVED_FMB': 32, 'THEOREM': 349, 'HARD_NONLINEAR': 3}
[924] order5big_7391: LINEAR (0.0s)  running={'LINEAR': 540, 'SOLVED_FMB': 32, 'THEOREM': 349, 'HARD_NONLINEAR': 3}
[925] order5big_7399: THEOREM (60.2s)  running={'LINEAR': 540, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[926] order5big_7407: LINEAR (0.0s)  running={'LINEAR': 541, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[927] order5big_7415: LINEAR (0.0s)  running={'LINEAR': 542, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[928] order5big_7423: LINEAR (0.0s)  running={'LINEAR': 543, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[929] order5big_7431: LINEAR (0.0s)  running={'LINEAR': 544, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[930] order5big_7439: LINEAR (0.0s)  running={'LINEAR': 545, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[931] order5big_7447: LINEAR (0.0s)  running={'LINEAR': 546, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[932] order5big_7455: LINEAR (0.0s)  running={'LINEAR': 547, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[933] order5big_7463: LINEAR (0.0s)  running={'LINEAR': 548, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[934] order5big_7471: LINEAR (0.0s)  running={'LINEAR': 549, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[935] order5big_7479: LINEAR (0.0s)  running={'LINEAR': 550, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[936] order5big_7487: LINEAR (0.0s)  running={'LINEAR': 551, 'SOLVED_FMB': 32, 'THEOREM': 350, 'HARD_NONLINEAR': 3}
[937] order5big_7495: THEOREM (2.3s)  running={'LINEAR': 551, 'SOLVED_FMB': 32, 'THEOREM': 351, 'HARD_NONLINEAR': 3}
[938] order5big_7503: LINEAR (0.0s)  running={'LINEAR': 552, 'SOLVED_FMB': 32, 'THEOREM': 351, 'HARD_NONLINEAR': 3}
[939] order5big_7511: LINEAR (0.0s)  running={'LINEAR': 553, 'SOLVED_FMB': 32, 'THEOREM': 351, 'HARD_NONLINEAR': 3}
[940] order5big_7519: LINEAR (0.0s)  running={'LINEAR': 554, 'SOLVED_FMB': 32, 'THEOREM': 351, 'HARD_NONLINEAR': 3}
[941] order5big_7527: THEOREM (60.2s)  running={'LINEAR': 554, 'SOLVED_FMB': 32, 'THEOREM': 352, 'HARD_NONLINEAR': 3}
[942] order5big_7535: LINEAR (0.0s)  running={'LINEAR': 555, 'SOLVED_FMB': 32, 'THEOREM': 352, 'HARD_NONLINEAR': 3}
[943] order5big_7543: LINEAR (0.0s)  running={'LINEAR': 556, 'SOLVED_FMB': 32, 'THEOREM': 352, 'HARD_NONLINEAR': 3}
[944] order5big_7551: LINEAR (0.0s)  running={'LINEAR': 557, 'SOLVED_FMB': 32, 'THEOREM': 352, 'HARD_NONLINEAR': 3}
[945] order5big_7559: THEOREM (60.2s)  running={'LINEAR': 557, 'SOLVED_FMB': 32, 'THEOREM': 353, 'HARD_NONLINEAR': 3}
[946] order5big_7567: LINEAR (0.0s)  running={'LINEAR': 558, 'SOLVED_FMB': 32, 'THEOREM': 353, 'HARD_NONLINEAR': 3}
[947] order5big_7575: THEOREM (62.1s)  running={'LINEAR': 558, 'SOLVED_FMB': 32, 'THEOREM': 354, 'HARD_NONLINEAR': 3}
[948] order5big_7583: LINEAR (0.0s)  running={'LINEAR': 559, 'SOLVED_FMB': 32, 'THEOREM': 354, 'HARD_NONLINEAR': 3}
[949] order5big_7591: THEOREM (60.4s)  running={'LINEAR': 559, 'SOLVED_FMB': 32, 'THEOREM': 355, 'HARD_NONLINEAR': 3}
[950] order5big_7599: LINEAR (0.0s)  running={'LINEAR': 560, 'SOLVED_FMB': 32, 'THEOREM': 355, 'HARD_NONLINEAR': 3}
[951] order5big_7607: THEOREM (60.4s)  running={'LINEAR': 560, 'SOLVED_FMB': 32, 'THEOREM': 356, 'HARD_NONLINEAR': 3}
[952] order5big_7615: THEOREM (60.2s)  running={'LINEAR': 560, 'SOLVED_FMB': 32, 'THEOREM': 357, 'HARD_NONLINEAR': 3}
[953] order5big_7623: LINEAR (0.0s)  running={'LINEAR': 561, 'SOLVED_FMB': 32, 'THEOREM': 357, 'HARD_NONLINEAR': 3}
[954] order5big_7631: THEOREM (60.2s)  running={'LINEAR': 561, 'SOLVED_FMB': 32, 'THEOREM': 358, 'HARD_NONLINEAR': 3}
[955] order5big_7639: THEOREM (60.2s)  running={'LINEAR': 561, 'SOLVED_FMB': 32, 'THEOREM': 359, 'HARD_NONLINEAR': 3}
[956] order5big_7647: LINEAR (0.0s)  running={'LINEAR': 562, 'SOLVED_FMB': 32, 'THEOREM': 359, 'HARD_NONLINEAR': 3}
[957] order5big_7655: LINEAR (0.0s)  running={'LINEAR': 563, 'SOLVED_FMB': 32, 'THEOREM': 359, 'HARD_NONLINEAR': 3}
[958] order5big_7663: LINEAR (0.0s)  running={'LINEAR': 564, 'SOLVED_FMB': 32, 'THEOREM': 359, 'HARD_NONLINEAR': 3}
[959] order5big_7671: LINEAR (0.0s)  running={'LINEAR': 565, 'SOLVED_FMB': 32, 'THEOREM': 359, 'HARD_NONLINEAR': 3}
[960] order5big_7679: LINEAR (0.0s)  running={'LINEAR': 566, 'SOLVED_FMB': 32, 'THEOREM': 359, 'HARD_NONLINEAR': 3}
[961] order5big_7687: THEOREM (60.3s)  running={'LINEAR': 566, 'SOLVED_FMB': 32, 'THEOREM': 360, 'HARD_NONLINEAR': 3}
[962] order5big_7695: LINEAR (0.0s)  running={'LINEAR': 567, 'SOLVED_FMB': 32, 'THEOREM': 360, 'HARD_NONLINEAR': 3}
[963] order5big_7703: THEOREM (60.2s)  running={'LINEAR': 567, 'SOLVED_FMB': 32, 'THEOREM': 361, 'HARD_NONLINEAR': 3}
[964] order5big_7711: LINEAR (0.0s)  running={'LINEAR': 568, 'SOLVED_FMB': 32, 'THEOREM': 361, 'HARD_NONLINEAR': 3}
[965] order5big_7719: THEOREM (37.4s)  running={'LINEAR': 568, 'SOLVED_FMB': 32, 'THEOREM': 362, 'HARD_NONLINEAR': 3}
[966] order5big_7727: LINEAR (0.0s)  running={'LINEAR': 569, 'SOLVED_FMB': 32, 'THEOREM': 362, 'HARD_NONLINEAR': 3}
[967] order5big_7735: THEOREM (60.2s)  running={'LINEAR': 569, 'SOLVED_FMB': 32, 'THEOREM': 363, 'HARD_NONLINEAR': 3}
[968] order5big_7743: THEOREM (60.2s)  running={'LINEAR': 569, 'SOLVED_FMB': 32, 'THEOREM': 364, 'HARD_NONLINEAR': 3}
[969] order5big_7751: LINEAR (0.0s)  running={'LINEAR': 570, 'SOLVED_FMB': 32, 'THEOREM': 364, 'HARD_NONLINEAR': 3}
[970] order5big_7759: THEOREM (60.2s)  running={'LINEAR': 570, 'SOLVED_FMB': 32, 'THEOREM': 365, 'HARD_NONLINEAR': 3}
[971] order5big_7767: LINEAR (0.0s)  running={'LINEAR': 571, 'SOLVED_FMB': 32, 'THEOREM': 365, 'HARD_NONLINEAR': 3}
[972] order5big_7775: THEOREM (60.5s)  running={'LINEAR': 571, 'SOLVED_FMB': 32, 'THEOREM': 366, 'HARD_NONLINEAR': 3}
[973] order5big_7783: THEOREM (60.2s)  running={'LINEAR': 571, 'SOLVED_FMB': 32, 'THEOREM': 367, 'HARD_NONLINEAR': 3}
[974] order5big_7791: LINEAR (0.0s)  running={'LINEAR': 572, 'SOLVED_FMB': 32, 'THEOREM': 367, 'HARD_NONLINEAR': 3}
[975] order5big_7799: LINEAR (0.0s)  running={'LINEAR': 573, 'SOLVED_FMB': 32, 'THEOREM': 367, 'HARD_NONLINEAR': 3}
[976] order5big_7807: THEOREM (60.2s)  running={'LINEAR': 573, 'SOLVED_FMB': 32, 'THEOREM': 368, 'HARD_NONLINEAR': 3}
[977] order5big_7815: LINEAR (0.0s)  running={'LINEAR': 574, 'SOLVED_FMB': 32, 'THEOREM': 368, 'HARD_NONLINEAR': 3}
[978] order5big_7823: THEOREM (60.5s)  running={'LINEAR': 574, 'SOLVED_FMB': 32, 'THEOREM': 369, 'HARD_NONLINEAR': 3}
[979] order5big_7831: LINEAR (0.0s)  running={'LINEAR': 575, 'SOLVED_FMB': 32, 'THEOREM': 369, 'HARD_NONLINEAR': 3}
[980] order5big_7839: LINEAR (0.0s)  running={'LINEAR': 576, 'SOLVED_FMB': 32, 'THEOREM': 369, 'HARD_NONLINEAR': 3}
[981] order5big_7847: THEOREM (60.2s)  running={'LINEAR': 576, 'SOLVED_FMB': 32, 'THEOREM': 370, 'HARD_NONLINEAR': 3}
[982] order5big_7855: LINEAR (0.0s)  running={'LINEAR': 577, 'SOLVED_FMB': 32, 'THEOREM': 370, 'HARD_NONLINEAR': 3}
[983] order5big_7863: LINEAR (0.0s)  running={'LINEAR': 578, 'SOLVED_FMB': 32, 'THEOREM': 370, 'HARD_NONLINEAR': 3}
[984] order5big_7871: LINEAR (0.0s)  running={'LINEAR': 579, 'SOLVED_FMB': 32, 'THEOREM': 370, 'HARD_NONLINEAR': 3}
[985] order5big_7879: LINEAR (0.0s)  running={'LINEAR': 580, 'SOLVED_FMB': 32, 'THEOREM': 370, 'HARD_NONLINEAR': 3}
[986] order5big_7887: THEOREM (5.5s)  running={'LINEAR': 580, 'SOLVED_FMB': 32, 'THEOREM': 371, 'HARD_NONLINEAR': 3}
[987] order5big_7895: THEOREM (1.6s)  running={'LINEAR': 580, 'SOLVED_FMB': 32, 'THEOREM': 372, 'HARD_NONLINEAR': 3}
[988] order5big_7903: THEOREM (60.4s)  running={'LINEAR': 580, 'SOLVED_FMB': 32, 'THEOREM': 373, 'HARD_NONLINEAR': 3}
[989] order5big_7911: LINEAR (0.0s)  running={'LINEAR': 581, 'SOLVED_FMB': 32, 'THEOREM': 373, 'HARD_NONLINEAR': 3}
[990] order5big_7919: THEOREM (61.3s)  running={'LINEAR': 581, 'SOLVED_FMB': 32, 'THEOREM': 374, 'HARD_NONLINEAR': 3}
[991] order5big_7927: LINEAR (0.0s)  running={'LINEAR': 582, 'SOLVED_FMB': 32, 'THEOREM': 374, 'HARD_NONLINEAR': 3}
[992] order5big_7935: THEOREM (60.2s)  running={'LINEAR': 582, 'SOLVED_FMB': 32, 'THEOREM': 375, 'HARD_NONLINEAR': 3}
[993] order5big_7943: THEOREM (61.2s)  running={'LINEAR': 582, 'SOLVED_FMB': 32, 'THEOREM': 376, 'HARD_NONLINEAR': 3}
[994] order5big_7951: SOLVED_FMB (148.0s)  running={'LINEAR': 582, 'SOLVED_FMB': 33, 'THEOREM': 376, 'HARD_NONLINEAR': 3}
[995] order5big_7959: LINEAR (0.0s)  running={'LINEAR': 583, 'SOLVED_FMB': 33, 'THEOREM': 376, 'HARD_NONLINEAR': 3}
[996] order5big_7967: LINEAR (0.0s)  running={'LINEAR': 584, 'SOLVED_FMB': 33, 'THEOREM': 376, 'HARD_NONLINEAR': 3}
[997] order5big_7975: THEOREM (60.5s)  running={'LINEAR': 584, 'SOLVED_FMB': 33, 'THEOREM': 377, 'HARD_NONLINEAR': 3}
[998] order5big_7983: LINEAR (0.0s)  running={'LINEAR': 585, 'SOLVED_FMB': 33, 'THEOREM': 377, 'HARD_NONLINEAR': 3}
[999] order5big_7991: HARD_NONLINEAR (120.1s)  running={'LINEAR': 585, 'SOLVED_FMB': 33, 'THEOREM': 377, 'HARD_NONLINEAR': 4}
[1000] order5big_7999: THEOREM (60.9s)  running={'LINEAR': 585, 'SOLVED_FMB': 33, 'THEOREM': 378, 'HARD_NONLINEAR': 4}
[1001] order5big_8007: THEOREM (60.2s)  running={'LINEAR': 585, 'SOLVED_FMB': 33, 'THEOREM': 379, 'HARD_NONLINEAR': 4}
[1002] order5big_8015: LINEAR (0.0s)  running={'LINEAR': 586, 'SOLVED_FMB': 33, 'THEOREM': 379, 'HARD_NONLINEAR': 4}
[1003] order5big_8023: LINEAR (0.0s)  running={'LINEAR': 587, 'SOLVED_FMB': 33, 'THEOREM': 379, 'HARD_NONLINEAR': 4}
[1004] order5big_8031: LINEAR (0.0s)  running={'LINEAR': 588, 'SOLVED_FMB': 33, 'THEOREM': 379, 'HARD_NONLINEAR': 4}
[1005] order5big_8039: THEOREM (60.2s)  running={'LINEAR': 588, 'SOLVED_FMB': 33, 'THEOREM': 380, 'HARD_NONLINEAR': 4}
[1006] order5big_8047: THEOREM (60.2s)  running={'LINEAR': 588, 'SOLVED_FMB': 33, 'THEOREM': 381, 'HARD_NONLINEAR': 4}
[1007] order5big_8055: LINEAR (0.0s)  running={'LINEAR': 589, 'SOLVED_FMB': 33, 'THEOREM': 381, 'HARD_NONLINEAR': 4}
[1008] order5big_8063: THEOREM (73.5s)  running={'LINEAR': 589, 'SOLVED_FMB': 33, 'THEOREM': 382, 'HARD_NONLINEAR': 4}
[1009] order5big_8071: LINEAR (0.0s)  running={'LINEAR': 590, 'SOLVED_FMB': 33, 'THEOREM': 382, 'HARD_NONLINEAR': 4}
[1010] order5big_8079: THEOREM (60.2s)  running={'LINEAR': 590, 'SOLVED_FMB': 33, 'THEOREM': 383, 'HARD_NONLINEAR': 4}
[1011] order5big_8087: THEOREM (62.9s)  running={'LINEAR': 590, 'SOLVED_FMB': 33, 'THEOREM': 384, 'HARD_NONLINEAR': 4}
[1012] order5big_8095: THEOREM (60.2s)  running={'LINEAR': 590, 'SOLVED_FMB': 33, 'THEOREM': 385, 'HARD_NONLINEAR': 4}
[1013] order5big_8103: LINEAR (0.0s)  running={'LINEAR': 591, 'SOLVED_FMB': 33, 'THEOREM': 385, 'HARD_NONLINEAR': 4}
[1014] order5big_8111: THEOREM (61.3s)  running={'LINEAR': 591, 'SOLVED_FMB': 33, 'THEOREM': 386, 'HARD_NONLINEAR': 4}
[1015] order5big_8119: LINEAR (0.0s)  running={'LINEAR': 592, 'SOLVED_FMB': 33, 'THEOREM': 386, 'HARD_NONLINEAR': 4}
[1016] order5big_8127: LINEAR (0.0s)  running={'LINEAR': 593, 'SOLVED_FMB': 33, 'THEOREM': 386, 'HARD_NONLINEAR': 4}
[1017] order5big_8135: LINEAR (0.0s)  running={'LINEAR': 594, 'SOLVED_FMB': 33, 'THEOREM': 386, 'HARD_NONLINEAR': 4}
[1018] order5big_8143: LINEAR (0.0s)  running={'LINEAR': 595, 'SOLVED_FMB': 33, 'THEOREM': 386, 'HARD_NONLINEAR': 4}
[1019] order5big_8151: LINEAR (0.0s)  running={'LINEAR': 596, 'SOLVED_FMB': 33, 'THEOREM': 386, 'HARD_NONLINEAR': 4}
[1020] order5big_8159: LINEAR (0.0s)  running={'LINEAR': 597, 'SOLVED_FMB': 33, 'THEOREM': 386, 'HARD_NONLINEAR': 4}
[1021] order5big_8167: LINEAR (0.0s)  running={'LINEAR': 598, 'SOLVED_FMB': 33, 'THEOREM': 386, 'HARD_NONLINEAR': 4}
[1022] order5big_8175: THEOREM (60.4s)  running={'LINEAR': 598, 'SOLVED_FMB': 33, 'THEOREM': 387, 'HARD_NONLINEAR': 4}
[1023] order5big_8183: LINEAR (0.0s)  running={'LINEAR': 599, 'SOLVED_FMB': 33, 'THEOREM': 387, 'HARD_NONLINEAR': 4}
[1024] order5big_8191: THEOREM (60.1s)  running={'LINEAR': 599, 'SOLVED_FMB': 33, 'THEOREM': 388, 'HARD_NONLINEAR': 4}
[1025] order5big_8199: LINEAR (0.0s)  running={'LINEAR': 600, 'SOLVED_FMB': 33, 'THEOREM': 388, 'HARD_NONLINEAR': 4}
[1026] order5big_8207: LINEAR (0.0s)  running={'LINEAR': 601, 'SOLVED_FMB': 33, 'THEOREM': 388, 'HARD_NONLINEAR': 4}
[1027] order5big_8215: LINEAR (0.0s)  running={'LINEAR': 602, 'SOLVED_FMB': 33, 'THEOREM': 388, 'HARD_NONLINEAR': 4}
[1028] order5big_8223: THEOREM (12.4s)  running={'LINEAR': 602, 'SOLVED_FMB': 33, 'THEOREM': 389, 'HARD_NONLINEAR': 4}
[1029] order5big_8231: LINEAR (0.0s)  running={'LINEAR': 603, 'SOLVED_FMB': 33, 'THEOREM': 389, 'HARD_NONLINEAR': 4}
[1030] order5big_8239: THEOREM (60.2s)  running={'LINEAR': 603, 'SOLVED_FMB': 33, 'THEOREM': 390, 'HARD_NONLINEAR': 4}
[1031] order5big_8247: LINEAR (0.0s)  running={'LINEAR': 604, 'SOLVED_FMB': 33, 'THEOREM': 390, 'HARD_NONLINEAR': 4}
[1032] order5big_8255: LINEAR (0.0s)  running={'LINEAR': 605, 'SOLVED_FMB': 33, 'THEOREM': 390, 'HARD_NONLINEAR': 4}
[1033] order5big_8263: LINEAR (0.0s)  running={'LINEAR': 606, 'SOLVED_FMB': 33, 'THEOREM': 390, 'HARD_NONLINEAR': 4}
[1034] order5big_8271: THEOREM (60.2s)  running={'LINEAR': 606, 'SOLVED_FMB': 33, 'THEOREM': 391, 'HARD_NONLINEAR': 4}
[1035] order5big_8279: LINEAR (0.0s)  running={'LINEAR': 607, 'SOLVED_FMB': 33, 'THEOREM': 391, 'HARD_NONLINEAR': 4}
[1036] order5big_8287: LINEAR (0.0s)  running={'LINEAR': 608, 'SOLVED_FMB': 33, 'THEOREM': 391, 'HARD_NONLINEAR': 4}
[1037] order5big_8295: LINEAR (0.0s)  running={'LINEAR': 609, 'SOLVED_FMB': 33, 'THEOREM': 391, 'HARD_NONLINEAR': 4}
[1038] order5big_8303: LINEAR (0.0s)  running={'LINEAR': 610, 'SOLVED_FMB': 33, 'THEOREM': 391, 'HARD_NONLINEAR': 4}
[1039] order5big_8311: HARD_NONLINEAR (120.1s)  running={'LINEAR': 610, 'SOLVED_FMB': 33, 'THEOREM': 391, 'HARD_NONLINEAR': 5}
[1040] order5big_8319: THEOREM (60.5s)  running={'LINEAR': 610, 'SOLVED_FMB': 33, 'THEOREM': 392, 'HARD_NONLINEAR': 5}
[1041] order5big_8327: LINEAR (0.0s)  running={'LINEAR': 611, 'SOLVED_FMB': 33, 'THEOREM': 392, 'HARD_NONLINEAR': 5}
[1042] order5big_8335: LINEAR (0.0s)  running={'LINEAR': 612, 'SOLVED_FMB': 33, 'THEOREM': 392, 'HARD_NONLINEAR': 5}
[1043] order5big_8343: LINEAR (0.0s)  running={'LINEAR': 613, 'SOLVED_FMB': 33, 'THEOREM': 392, 'HARD_NONLINEAR': 5}
[1044] order5big_8351: THEOREM (60.3s)  running={'LINEAR': 613, 'SOLVED_FMB': 33, 'THEOREM': 393, 'HARD_NONLINEAR': 5}
[1045] order5big_8359: LINEAR (0.0s)  running={'LINEAR': 614, 'SOLVED_FMB': 33, 'THEOREM': 393, 'HARD_NONLINEAR': 5}
[1046] order5big_8367: THEOREM (60.2s)  running={'LINEAR': 614, 'SOLVED_FMB': 33, 'THEOREM': 394, 'HARD_NONLINEAR': 5}
[1047] order5big_8375: THEOREM (60.2s)  running={'LINEAR': 614, 'SOLVED_FMB': 33, 'THEOREM': 395, 'HARD_NONLINEAR': 5}
[1048] order5big_8383: LINEAR (0.0s)  running={'LINEAR': 615, 'SOLVED_FMB': 33, 'THEOREM': 395, 'HARD_NONLINEAR': 5}
[1049] order5big_8391: THEOREM (60.3s)  running={'LINEAR': 615, 'SOLVED_FMB': 33, 'THEOREM': 396, 'HARD_NONLINEAR': 5}
[1050] order5big_8399: THEOREM (60.2s)  running={'LINEAR': 615, 'SOLVED_FMB': 33, 'THEOREM': 397, 'HARD_NONLINEAR': 5}
[1051] order5big_8407: LINEAR (0.0s)  running={'LINEAR': 616, 'SOLVED_FMB': 33, 'THEOREM': 397, 'HARD_NONLINEAR': 5}
[1052] order5big_8415: LINEAR (0.0s)  running={'LINEAR': 617, 'SOLVED_FMB': 33, 'THEOREM': 397, 'HARD_NONLINEAR': 5}
[1053] order5big_8423: THEOREM (73.8s)  running={'LINEAR': 617, 'SOLVED_FMB': 33, 'THEOREM': 398, 'HARD_NONLINEAR': 5}
[1054] order5big_8431: LINEAR (0.0s)  running={'LINEAR': 618, 'SOLVED_FMB': 33, 'THEOREM': 398, 'HARD_NONLINEAR': 5}
[1055] order5big_8439: LINEAR (0.0s)  running={'LINEAR': 619, 'SOLVED_FMB': 33, 'THEOREM': 398, 'HARD_NONLINEAR': 5}
[1056] order5big_8447: THEOREM (60.2s)  running={'LINEAR': 619, 'SOLVED_FMB': 33, 'THEOREM': 399, 'HARD_NONLINEAR': 5}
[1057] order5big_8455: THEOREM (60.2s)  running={'LINEAR': 619, 'SOLVED_FMB': 33, 'THEOREM': 400, 'HARD_NONLINEAR': 5}
[1058] order5big_8463: LINEAR (0.0s)  running={'LINEAR': 620, 'SOLVED_FMB': 33, 'THEOREM': 400, 'HARD_NONLINEAR': 5}
[1059] order5big_8471: LINEAR (0.0s)  running={'LINEAR': 621, 'SOLVED_FMB': 33, 'THEOREM': 400, 'HARD_NONLINEAR': 5}
[1060] order5big_8479: THEOREM (60.2s)  running={'LINEAR': 621, 'SOLVED_FMB': 33, 'THEOREM': 401, 'HARD_NONLINEAR': 5}
[1061] order5big_8487: LINEAR (0.0s)  running={'LINEAR': 622, 'SOLVED_FMB': 33, 'THEOREM': 401, 'HARD_NONLINEAR': 5}
[1062] order5big_8495: LINEAR (0.0s)  running={'LINEAR': 623, 'SOLVED_FMB': 33, 'THEOREM': 401, 'HARD_NONLINEAR': 5}
[1063] order5big_8503: LINEAR (0.0s)  running={'LINEAR': 624, 'SOLVED_FMB': 33, 'THEOREM': 401, 'HARD_NONLINEAR': 5}
[1064] order5big_8511: THEOREM (65.2s)  running={'LINEAR': 624, 'SOLVED_FMB': 33, 'THEOREM': 402, 'HARD_NONLINEAR': 5}
[1065] order5big_8519: SOLVED_FMB (12.1s)  running={'LINEAR': 624, 'SOLVED_FMB': 34, 'THEOREM': 402, 'HARD_NONLINEAR': 5}
[1066] order5big_8527: LINEAR (0.0s)  running={'LINEAR': 625, 'SOLVED_FMB': 34, 'THEOREM': 402, 'HARD_NONLINEAR': 5}
[1067] order5big_8535: LINEAR (0.0s)  running={'LINEAR': 626, 'SOLVED_FMB': 34, 'THEOREM': 402, 'HARD_NONLINEAR': 5}
[1068] order5big_8543: LINEAR (0.0s)  running={'LINEAR': 627, 'SOLVED_FMB': 34, 'THEOREM': 402, 'HARD_NONLINEAR': 5}
[1069] order5big_8551: THEOREM (60.2s)  running={'LINEAR': 627, 'SOLVED_FMB': 34, 'THEOREM': 403, 'HARD_NONLINEAR': 5}
[1070] order5big_8559: LINEAR (0.0s)  running={'LINEAR': 628, 'SOLVED_FMB': 34, 'THEOREM': 403, 'HARD_NONLINEAR': 5}
[1071] order5big_8567: THEOREM (62.2s)  running={'LINEAR': 628, 'SOLVED_FMB': 34, 'THEOREM': 404, 'HARD_NONLINEAR': 5}
[1072] order5big_8575: LINEAR (0.0s)  running={'LINEAR': 629, 'SOLVED_FMB': 34, 'THEOREM': 404, 'HARD_NONLINEAR': 5}
[1073] order5big_8583: THEOREM (60.1s)  running={'LINEAR': 629, 'SOLVED_FMB': 34, 'THEOREM': 405, 'HARD_NONLINEAR': 5}
[1074] order5big_8591: LINEAR (0.0s)  running={'LINEAR': 630, 'SOLVED_FMB': 34, 'THEOREM': 405, 'HARD_NONLINEAR': 5}
[1075] order5big_8599: LINEAR (0.0s)  running={'LINEAR': 631, 'SOLVED_FMB': 34, 'THEOREM': 405, 'HARD_NONLINEAR': 5}
[1076] order5big_8607: LINEAR (0.0s)  running={'LINEAR': 632, 'SOLVED_FMB': 34, 'THEOREM': 405, 'HARD_NONLINEAR': 5}
[1077] order5big_8615: THEOREM (60.5s)  running={'LINEAR': 632, 'SOLVED_FMB': 34, 'THEOREM': 406, 'HARD_NONLINEAR': 5}
[1078] order5big_8623: LINEAR (0.0s)  running={'LINEAR': 633, 'SOLVED_FMB': 34, 'THEOREM': 406, 'HARD_NONLINEAR': 5}
[1079] order5big_8631: LINEAR (0.0s)  running={'LINEAR': 634, 'SOLVED_FMB': 34, 'THEOREM': 406, 'HARD_NONLINEAR': 5}
[1080] order5big_8639: LINEAR (0.0s)  running={'LINEAR': 635, 'SOLVED_FMB': 34, 'THEOREM': 406, 'HARD_NONLINEAR': 5}
[1081] order5big_8647: THEOREM (60.2s)  running={'LINEAR': 635, 'SOLVED_FMB': 34, 'THEOREM': 407, 'HARD_NONLINEAR': 5}
[1082] order5big_8655: THEOREM (60.4s)  running={'LINEAR': 635, 'SOLVED_FMB': 34, 'THEOREM': 408, 'HARD_NONLINEAR': 5}
[1083] order5big_8663: LINEAR (0.0s)  running={'LINEAR': 636, 'SOLVED_FMB': 34, 'THEOREM': 408, 'HARD_NONLINEAR': 5}
[1084] order5big_8671: THEOREM (60.7s)  running={'LINEAR': 636, 'SOLVED_FMB': 34, 'THEOREM': 409, 'HARD_NONLINEAR': 5}
[1085] order5big_8679: LINEAR (0.0s)  running={'LINEAR': 637, 'SOLVED_FMB': 34, 'THEOREM': 409, 'HARD_NONLINEAR': 5}
[1086] order5big_8687: LINEAR (0.0s)  running={'LINEAR': 638, 'SOLVED_FMB': 34, 'THEOREM': 409, 'HARD_NONLINEAR': 5}
[1087] order5big_8695: LINEAR (0.0s)  running={'LINEAR': 639, 'SOLVED_FMB': 34, 'THEOREM': 409, 'HARD_NONLINEAR': 5}
[1088] order5big_8703: LINEAR (0.0s)  running={'LINEAR': 640, 'SOLVED_FMB': 34, 'THEOREM': 409, 'HARD_NONLINEAR': 5}
[1089] order5big_8711: THEOREM (60.2s)  running={'LINEAR': 640, 'SOLVED_FMB': 34, 'THEOREM': 410, 'HARD_NONLINEAR': 5}
